Id	BJ1	BJ2	BJ3	BJ4	BJ6	BJ5	BJ7	BJ8	BJ9	BJ10	CD1	CD2	CD3	CD4	CD5	CD6	CD7	CD8	CD9	CD10	norm.BJ1	norm.BJ2	norm.BJ3	norm.BJ4	norm.BJ6	norm.BJ5	norm.BJ7	norm.BJ8	norm.BJ9	norm.BJ10	norm.CD1	norm.CD2	norm.CD3	norm.CD4	norm.CD5	norm.CD6	norm.CD7	norm.CD8	norm.CD9	norm.CD10	baseMean	Beijing	Chengde	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
ENST00000489551	1931	1557	1775	1762	1633	1686	1196	1057	1671	1671	93	192	226	184	461	60	97	119	253	224	1704	1340	1511	1450	1502	1614	1129	914	1391	1465	125	204	231	216	435	71	106	122	240	222	799.61	1402	197	0.145	-2.782	-11.227	3.00254118984126e-29	1.04617954791136e-26	0.1365	0.3889	0.1494	0.1494	TRUE	1.4714
ENST00000478404	91	99	79	97	94	118	60	56	48	55	3	6	6	7	16	1	5	6	11	9	80	85	67	80	86	113	57	48	40	48	4	6	6	8	15	1	5	6	10	9	38.86	70	7	0.109	-3.193	-11.221	3.21270744451411e-29	1.09788098632723e-26	0.0966	0.4343	0.1238	0.1238	TRUE	0.1645
ENST00000522594	33	53	35	63	63	59	64	63	68	48	0	2	0	0	5	0	0	0	2	3	29	46	30	52	58	56	60	54	57	42	0	2	0	0	5	0	0	0	2	3	24.8	48	1	0.031	-5.009	-11.214	3.49599643814747e-29	1.18331155630249e-26	0.0512	0.4614	0.0974	0.0974	TRUE	0.611
ENST00000324210	72	89	70	96	68	68	42	48	46	23	0	0	0	0	1	0	0	0	0	0	64	77	60	79	63	65	40	41	38	20	0	0	0	0	1	0	0	0	0	0	27.34	55	0	0.007	-7.231	-11.178	5.20801943839585e-29	1.74616047962819e-26	0	0.4545	0.1688	0.1688	TRUE	0.1185
ENST00000530365	80	68	80	70	54	68	44	36	48	36	3	4	3	4	8	2	4	3	12	4	71	59	68	58	50	65	42	31	40	32	4	4	3	5	8	2	4	3	11	4	28.13	52	5	0.102	-3.293	-11.165	6.02897742696526e-29	2.00252203508734e-26	0.0719	0.4526	0.1026	0.1026	TRUE	0.1977
ENST00000517538	38	84	54	80	103	59	60	77	68	27	0	2	1	1	7	0	0	2	3	3	34	72	46	66	95	56	57	67	57	24	0	2	1	1	7	0	0	2	3	3	29.56	57	2	0.04	-4.642	-11.149	7.24946636215579e-29	2.35554221605321e-26	0.14	0.4494	0.1774	0.1774	TRUE	0.4514
ENST00000530727	74	100	68	64	91	99	50	54	38	25	0	0	0	0	1	0	0	0	0	0	65	86	58	53	84	95	47	47	32	22	0	0	0	0	1	0	0	0	0	0	29.44	59	0	0.006	-7.315	-11.148	7.29064838958507e-29	2.35554221605321e-26	0.1747	0.4496	0.2078	0.2078	TRUE	0.1107
ENST00000610642	133	69	96	147	175	154	51	110	69	183	0	0	1	0	2	0	0	0	1	0	117	59	82	121	161	147	48	95	57	160	0	0	1	0	2	0	0	0	1	0	52.64	105	0	0.006	-7.29	-11.143	7.70876712356108e-29	2.46819444658884e-26	0	0.4218	0.2032	0.2032	TRUE	0.2079
ENST00000448097	297	299	444	289	419	329	129	225	272	312	13	32	40	34	81	26	29	34	60	52	262	257	378	238	385	315	122	194	226	274	17	34	41	40	76	31	32	35	57	52	153.32	265	42	0.162	-2.629	-11.134	8.61785121710369e-29	2.73462885942737e-26	0.1095	0.3987	0.1235	0.1235	TRUE	0.1394
ENST00000473805	74	57	54	54	49	72	28	45	51	36	0	0	0	0	1	0	0	0	0	0	65	49	46	44	45	69	26	39	42	32	0	0	0	0	1	0	0	0	0	0	22.95	46	0	0.008	-7.014	-11.129	9.03803947120654e-29	2.84258338766974e-26	0	0.4674	0.1019	0.1019	TRUE	0.1254
ENST00000492204	83	74	67	82	56	64	40	50	41	24	0	2	1	1	6	0	1	2	2	2	73	64	57	67	52	61	38	43	34	21	0	2	1	1	6	0	1	2	2	2	26.37	51	2	0.04	-4.629	-11.128	9.14471856060989e-29	2.85090611968487e-26	0.1106	0.457	0.146	0.146	TRUE	0.338
ENST00000473749	51	43	47	52	33	32	24	27	41	40	0	0	0	0	0	0	0	0	0	0	45	37	40	43	30	31	23	23	34	35	0	0	0	0	0	0	0	0	0	0	17.05	34	0	0.008	-6.894	-11.062	1.91461659251581e-28	5.91699771287059e-26	0.0249	0.4954	0.0724	0.0724	TRUE	0.0295
ENST00000239440	89	81	84	82	65	47	37	53	65	90	0	8	7	1	8	1	3	4	13	8	79	70	72	67	60	45	35	46	54	79	0	8	7	1	8	1	3	4	12	8	32.95	61	5	0.097	-3.371	-11.033	2.63589595226855e-28	8.0758398399676e-26	0.0844	0.4429	0.1315	0.1315	TRUE	0.2348
ENST00000461461	46	36	43	35	27	32	37	38	36	40	2	1	1	2	4	0	2	0	2	5	41	31	37	29	25	31	35	33	30	35	3	1	1	2	4	0	2	0	2	5	17.26	33	2	0.068	-3.879	-10.994	4.08829159130811e-28	1.22099061474866e-25	0	0.4941	0.0418	0.0418	TRUE	0.2668
ENST00000372179	53	30	44	46	36	60	33	46	65	64	3	3	2	4	8	1	2	1	4	7	47	26	37	38	33	57	31	40	54	56	4	3	2	5	8	1	2	1	4	7	22.81	42	4	0.094	-3.408	-10.969	5.36945039167949e-28	1.59025222433574e-25	0.0518	0.4679	0.0898	0.0898	TRUE	0.131
ENST00000608830	58	88	69	48	47	58	27	36	43	50	0	2	2	0	7	0	3	2	3	4	51	76	59	39	43	56	25	31	36	44	0	2	2	0	7	0	3	2	3	4	24.15	46	2	0.058	-4.1	-10.964	5.69153373878949e-28	1.67171164526098e-25	0.0901	0.4634	0.1304	0.1304	TRUE	0.3011
ENST00000304385	286	268	270	261	271	275	211	171	185	163	27	35	32	29	99	29	42	35	46	51	252	231	230	215	249	263	199	148	154	143	36	37	33	34	93	34	46	36	44	51	126.4	208	44	0.218	-2.2	-10.958	6.05909382222805e-28	1.76508356099988e-25	0.0696	0.4013	0.0848	0.0848	TRUE	0.3888
ENST00000504434	47	40	58	53	67	54	33	69	74	117	4	5	4	6	10	2	3	3	7	5	41	34	49	44	62	52	31	60	62	103	5	5	4	7	9	2	3	3	7	5	29.44	54	5	0.102	-3.289	-10.956	6.20782334103536e-28	1.79370765479997e-25	0.0906	0.4496	0.116	0.116	TRUE	0.2123
ENST00000283351	46	49	49	45	41	48	49	36	35	29	5	7	0	6	3	3	1	6	2	2	41	42	42	37	38	46	46	31	29	25	7	7	0	7	3	4	1	6	2	2	20.79	38	4	0.105	-3.248	-10.936	7.74027619558902e-28	2.21846303218737e-25	0.0172	0.4758	0.0682	0.0682	TRUE	0.1748
ENST00000355356	62	70	67	63	63	76	48	30	34	26	0	2	1	2	3	0	2	2	2	2	55	60	57	52	58	73	45	26	28	23	0	2	1	2	3	0	2	2	2	2	24.67	48	2	0.041	-4.604	-10.934	7.92948457409787e-28	2.25451105410751e-25	0	0.4618	0.141	0.141	TRUE	0.0426
ENST00000301067	90	91	88	69	84	74	34	46	64	68	1	11	7	4	12	2	2	2	4	9	79	78	75	57	77	71	32	40	53	60	1	12	7	5	11	2	2	2	4	9	33.89	62	6	0.097	-3.368	-10.926	8.67998416504038e-28	2.4483066446471e-25	0.1006	0.4413	0.1387	0.1387	TRUE	0.1876
ENST00000335508	404	374	373	380	318	376	438	374	388	284	59	102	85	70	164	80	112	92	159	138	357	322	318	313	292	360	414	323	323	249	79	108	87	82	155	95	122	94	151	137	219.02	327	111	0.343	-1.544	-10.918	9.50185433894544e-28	2.65902285989072e-25	0.031	0.3951	0.0424	0.0424	TRUE	0.1988
ENST00000375759	73	83	76	83	71	66	34	40	42	45	5	7	7	6	12	5	5	7	9	8	64	71	65	68	65	63	32	35	35	39	7	7	7	7	11	6	5	7	9	8	30.66	54	7	0.145	-2.788	-10.898	1.17405078396736e-27	3.23455541567441e-25	0	0.4471	0.0836	0.0836	TRUE	0.0335
ENST00000534144	35	51	36	48	47	31	22	41	62	67	1	4	3	2	4	2	1	1	3	2	31	44	31	39	43	30	21	35	52	59	1	4	3	2	4	2	1	1	3	2	20.42	38	2	0.069	-3.848	-10.892	1.26528809519436e-27	3.45910299255444e-25	0	0.4774	0.0902	0.0902	TRUE	0.0588
ENST00000535676	180	34	175	194	162	24	161	225	158	174	2	7	4	4	8	2	5	4	9	14	159	29	149	160	149	23	152	194	132	153	3	7	4	5	8	2	5	4	9	14	68.01	130	6	0.053	-4.232	-10.887	1.32652395508833e-27	3.59882911174346e-25	0.2912	0.4139	0.3015	0.3015	TRUE	0.313
ENST00000487871	233	212	228	172	117	130	121	141	156	111	12	35	29	21	44	17	32	26	24	46	206	182	194	142	108	124	114	122	130	97	16	37	30	25	42	20	35	27	23	46	85.91	142	30	0.216	-2.212	-10.885	1.35938084529675e-27	3.66002994256414e-25	0.0635	0.4082	0.0805	0.0805	TRUE	0.0706
ENST00000463727	33	40	48	39	56	42	42	50	52	54	0	4	2	3	13	1	1	3	5	2	29	34	41	32	52	40	40	43	43	47	0	4	2	4	12	1	1	3	5	2	21.79	40	3	0.095	-3.398	-10.88	1.44282719043652e-27	3.85549461264015e-25	0.0188	0.4717	0.0866	0.0866	TRUE	1.246
ENST00000467730	299	279	259	294	356	371	76	83	94	62	3	12	5	2	10	2	7	2	6	16	264	240	221	242	327	355	72	72	78	54	4	13	5	2	9	2	8	2	6	16	99.62	192	7	0.041	-4.613	-10.876	1.49744017843804e-27	3.94214992160651e-25	0.3899	0.4052	0.3913	0.3913	TRUE	0.0531
ENST00000460600	48	46	41	50	57	71	71	50	54	48	0	0	0	0	4	0	0	0	3	2	42	40	35	41	52	68	67	43	45	42	0	0	0	0	4	0	0	0	3	2	24.21	48	1	0.025	-5.33	-10.855	1.88470554982322e-27	4.86248306701899e-25	0.0367	0.4632	0.079	0.079	TRUE	0.592
ENST00000353205	38	50	59	43	39	38	44	41	63	34	0	6	5	2	11	8	4	5	7	4	34	43	50	35	36	36	42	35	52	30	0	6	5	2	10	9	4	5	7	4	22.37	39	5	0.145	-2.787	-10.843	2.1607167929015e-27	5.52459531077116e-25	0.0151	0.4695	0.0563	0.0563	TRUE	0.2569
ENST00000523894	42	33	35	35	43	44	46	42	48	43	1	2	3	1	10	0	0	2	4	7	37	28	30	29	40	42	43	36	40	38	1	2	3	1	9	0	0	2	4	7	19.65	36	3	0.093	-3.427	-10.836	2.31731071439559e-27	5.88265877068708e-25	0.0037	0.481	0.0723	0.0723	TRUE	0.7628
ENST00000491410	48	41	28	37	59	64	19	35	36	54	0	0	0	0	0	0	0	0	0	0	42	35	24	30	54	61	18	30	30	47	0	0	0	0	0	0	0	0	0	0	18.65	37	0	0.008	-6.975	-10.825	2.61066993018861e-27	6.58036945524137e-25	0.1163	0.4861	0.1602	0.1602	TRUE	0.0418
ENST00000495988	72	77	56	92	117	154	97	114	106	80	4	7	4	5	13	16	1	1	6	8	64	66	48	76	108	147	92	99	88	70	5	7	4	6	12	19	1	1	6	8	46.33	86	7	0.087	-3.521	-10.788	3.90878584173916e-27	9.71456285422447e-25	0.1575	0.4266	0.1885	0.1885	TRUE	0.4342
ENST00000470752	81	75	102	88	81	121	64	80	67	36	2	6	8	8	19	2	6	5	12	7	71	65	87	72	75	116	60	69	56	32	3	6	8	9	18	2	7	5	11	7	38.97	70	8	0.117	-3.092	-10.746	6.19699265094946e-27	1.51890426768789e-24	0.1051	0.4342	0.1333	0.1333	TRUE	0.4938
ENST00000371207	34	46	48	43	46	39	38	41	41	22	0	0	2	2	7	0	2	4	6	2	30	40	41	35	42	37	36	35	34	19	0	0	2	2	7	0	2	4	6	2	18.76	35	2	0.081	-3.619	-10.74	6.57641117788685e-27	1.6008606387815e-24	0.0171	0.4855	0.0747	0.0747	TRUE	0.3986
ENST00000495810	33	62	51	50	62	49	35	33	56	27	0	2	2	1	4	0	0	0	3	2	29	53	43	41	57	47	33	29	47	24	0	2	2	1	4	0	0	0	3	2	20.84	40	1	0.043	-4.555	-10.734	7.03740946793401e-27	1.70142539109098e-24	0.0606	0.4756	0.1019	0.1019	TRUE	0.1701
ENST00000611513	40	38	43	12	42	33	48	39	47	54	0	0	0	0	0	0	0	0	0	0	35	33	37	10	39	32	45	34	39	47	0	0	0	0	0	0	0	0	0	0	17.51	35	0	0.008	-6.888	-10.715	8.67862099664386e-27	2.0840418258157e-24	0.1062	0.4926	0.1552	0.1552	TRUE	0.3008
ENST00000372798	83	81	89	64	71	46	52	75	75	60	0	6	3	0	10	0	7	7	13	11	73	70	76	53	65	44	49	65	62	53	0	6	3	0	9	0	8	7	12	11	33.33	61	6	0.103	-3.282	-10.672	1.38128421112875e-26	3.27272272423438e-24	0.0463	0.4423	0.1412	0.1412	TRUE	0.2838
ENST00000592006	71	92	84	73	96	68	50	46	47	65	3	4	6	5	20	3	2	5	9	8	63	79	72	60	88	65	47	40	39	57	4	4	6	6	19	4	2	5	9	8	33.82	61	7	0.117	-3.093	-10.67	1.40441456144677e-26	3.3054896366767e-24	0.0915	0.4415	0.1252	0.1252	TRUE	0.5159
ENST00000457138	94	146	95	116	92	116	69	76	71	109	0	0	7	0	8	0	0	0	0	0	83	126	81	95	85	111	65	66	59	96	0	0	7	0	8	0	0	0	0	0	44.04	87	2	0.023	-5.459	-10.662	1.53154823294335e-26	3.55759635286318e-24	0.1895	0.4287	0.3614	0.3614	TRUE	1.2054
ENST00000399959	143	132	101	112	165	171	98	86	189	129	6	18	0	5	9	3	6	6	19	20	126	114	86	92	152	164	93	74	157	113	8	19	0	6	8	4	7	6	18	20	63.32	117	10	0.088	-3.499	-10.658	1.60044540896989e-26	3.69349544381753e-24	0.1867	0.4159	0.2147	0.2147	TRUE	0.151
ENST00000404395	141	88	238	231	101	93	133	125	85	168	8	6	7	8	33	6	3	7	17	12	124	76	203	190	93	89	126	108	71	147	11	6	7	9	31	7	3	7	16	12	66.84	123	11	0.097	-3.368	-10.648	1.78361299191259e-26	4.06343626490856e-24	0.1828	0.4143	0.2018	0.2018	TRUE	0.4455
ENST00000591302	62	109	81	73	124	66	34	68	157	103	9	15	7	7	14	6	6	7	11	10	55	94	69	60	114	63	32	59	131	90	12	16	7	8	13	7	7	7	10	10	43.22	77	10	0.133	-2.91	-10.618	2.4522043137119e-26	5.55104084772744e-24	0.1077	0.4295	0.1274	0.1274	TRUE	0.062
ENST00000355431	59	71	67	58	68	82	63	43	54	37	6	10	9	9	6	8	12	8	13	14	52	61	57	48	63	79	59	37	45	32	8	11	9	11	6	9	13	8	12	14	31.71	53	10	0.195	-2.362	-10.611	2.65730621718774e-26	5.97725714929444e-24	0	0.4451	0.0611	0.0611	TRUE	0.0869
ENST00000409891	72	86	59	56	95	51	29	23	51	51	1	3	3	3	7	1	3	3	5	5	64	74	50	46	87	49	27	20	42	45	1	3	3	4	7	1	3	3	5	5	26.97	50	4	0.077	-3.695	-10.595	3.13124567426414e-26	6.99902334989606e-24	0.1273	0.4554	0.1534	0.1534	TRUE	0.06
ENST00000277541	308	317	317	301	325	312	146	248	265	410	68	73	91	79	106	78	63	83	99	86	272	273	270	248	299	299	138	214	221	360	91	77	93	93	100	93	69	85	94	85	173.61	259	88	0.342	-1.549	-10.592	3.25305718669291e-26	7.22585327594163e-24	0.0337	0.3973	0.0442	0.0442	TRUE	0.1899
ENST00000402997	61	39	32	44	41	44	31	50	48	69	0	4	3	5	8	1	3	3	9	6	54	34	27	36	38	42	29	43	40	61	0	4	3	6	8	1	3	3	9	6	22.32	40	4	0.115	-3.115	-10.587	3.42475632850157e-26	7.55999005682894e-24	0.046	0.4697	0.0862	0.0862	TRUE	0.1694
ENST00000295925	55	36	45	37	37	40	17	40	46	39	0	0	0	0	0	0	0	0	0	1	49	31	38	30	34	38	16	35	38	34	0	0	0	0	0	0	0	0	0	1	17.24	34	0	0.01	-6.613	-10.583	3.5595264555621e-26	7.80898581670845e-24	0	0.4943	0.0859	0.0859	TRUE	0.2551
ENST00000482693	70	62	83	70	73	74	41	38	51	31	0	1	1	1	3	0	0	0	1	1	62	53	71	58	67	71	39	33	42	27	0	1	1	1	3	0	0	0	1	1	26.53	52	1	0.021	-5.579	-10.582	3.59253923154681e-26	7.83305793185115e-24	0	0.4565	0.1205	0.1205	TRUE	0.2419
ENST00000463920	67	40	54	55	52	71	52	37	36	35	6	3	4	9	8	2	2	4	4	6	59	34	46	45	48	68	49	32	30	31	8	3	4	11	8	2	2	4	4	6	24.71	44	5	0.122	-3.036	-10.582	3.62514068130051e-26	7.8559451105744e-24	0.0597	0.4617	0.0926	0.0926	TRUE	0.1376
ENST00000478777	49	35	40	42	47	60	60	38	49	37	0	0	0	0	1	0	0	0	0	1	43	30	34	35	43	57	57	33	41	32	0	0	0	0	1	0	0	0	0	1	20.37	40	0	0.011	-6.566	-10.572	4.0176613944926e-26	8.65379914910708e-24	0	0.4777	0.0734	0.0734	TRUE	0.1003
ENST00000632624	81	93	64	66	85	46	41	44	40	49	6	3	3	10	6	3	4	10	9	7	71	80	54	54	78	44	39	38	33	43	8	3	3	12	6	4	4	10	9	7	30.04	53	7	0.127	-2.975	-10.569	4.1420214864177e-26	8.86791829080031e-24	0.0804	0.4484	0.1082	0.1082	TRUE	0.0675
ENST00000623180	55	72	69	37	56	59	41	38	64	51	2	5	7	6	15	1	6	8	10	6	49	62	59	30	52	56	39	33	53	45	3	5	7	7	14	1	7	8	9	6	27.25	48	7	0.151	-2.729	-10.56	4.5853638769718e-26	9.75831330464537e-24	0.0442	0.4547	0.0801	0.0801	TRUE	0.2501
ENST00000506557	78	33	42	41	58	61	32	23	46	37	0	0	1	0	0	0	0	0	0	0	69	28	36	34	53	58	30	20	38	32	0	0	1	0	0	0	0	0	0	0	20.02	40	0	0.009	-6.789	-10.558	4.6553576205276e-26	9.84829820437804e-24	0.1194	0.4793	0.1599	0.1599	TRUE	0.1365
ENST00000471836	51	42	44	42	35	29	40	56	46	52	2	6	3	2	11	1	3	3	10	9	45	36	37	35	32	28	38	48	38	46	3	6	3	2	10	1	3	3	9	9	21.7	38	5	0.143	-2.808	-10.555	4.80874077673646e-26	1.01125826748647e-23	0.0096	0.4721	0.0638	0.0638	TRUE	0.2768
ENST00000476492	87	81	110	95	96	70	79	102	140	67	2	13	9	9	28	2	5	11	17	9	77	70	94	78	88	67	75	88	117	59	3	14	9	11	26	2	5	11	16	9	45.92	81	11	0.14	-2.839	-10.536	5.91176775775661e-26	1.2359072124157e-23	0.0895	0.427	0.1268	0.1268	TRUE	0.8478
ENST00000481690	81	105	45	86	186	111	39	80	48	62	0	0	0	1	2	0	0	0	2	3	71	90	38	71	171	106	37	69	40	54	0	0	0	1	2	0	0	0	2	3	37.82	75	1	0.015	-6.028	-10.519	7.02614514647892e-26	1.46028771056059e-23	0.2452	0.4356	0.2695	0.2695	TRUE	0.2354
ENST00000534754	58	71	93	85	83	164	51	51	53	51	3	4	4	8	12	2	4	5	9	7	51	61	79	70	76	157	48	44	44	45	4	4	4	9	11	2	4	5	9	7	36.81	68	6	0.097	-3.371	-10.518	7.16415059736646e-26	1.48031344320002e-23	0.1448	0.437	0.1665	0.1665	TRUE	0.4248
ENST00000486764	40	41	47	53	86	38	33	37	28	29	0	0	0	0	1	0	0	0	0	0	35	35	40	44	79	36	31	32	23	25	0	0	0	0	1	0	0	0	0	0	19.13	38	0	0.009	-6.729	-10.508	7.95212375105136e-26	1.63363282145876e-23	0.1092	0.4836	0.1498	0.1498	TRUE	0.4554
ENST00000549268	40	54	63	49	44	46	59	53	45	34	0	0	0	0	4	0	0	0	2	2	35	46	54	40	40	44	56	46	37	30	0	0	0	0	4	0	0	0	2	2	21.83	43	1	0.025	-5.327	-10.506	8.09322059042942e-26	1.65306356197622e-23	0.0152	0.4716	0.0582	0.0582	TRUE	0.6958
ENST00000367511	972	876	894	772	998	1478	535	471	632	764	88	151	157	155	228	113	176	146	216	207	858	754	761	635	918	1415	505	407	526	670	118	160	160	182	215	134	192	149	205	206	458.56	745	172	0.235	-2.089	-10.499	8.69560612971359e-26	1.76595338200012e-23	0.0815	0.3906	0.0934	0.0934	TRUE	0.2288
ENST00000463764	69	45	66	64	70	74	36	33	51	52	0	0	0	0	1	0	0	1	0	1	61	39	56	53	64	71	34	29	42	46	0	0	0	0	1	0	0	1	0	1	24.86	50	0	0.011	-6.554	-10.455	1.38364115256539e-25	2.79401173648716e-23	0	0.4612	0.0996	0.0996	TRUE	0.0656
ENST00000494203	45	96	108	123	65	60	75	36	33	27	0	0	0	0	2	0	0	0	0	0	40	83	92	101	60	57	71	31	27	24	0	0	0	0	2	0	0	0	0	0	29.38	59	0	0.008	-6.996	-10.454	1.39859580091971e-25	2.80825394150771e-23	0.2468	0.4497	0.2744	0.2744	TRUE	0.3996
ENST00000496171	63	56	68	45	61	74	59	76	55	67	2	9	5	3	18	2	3	7	13	13	56	48	58	37	56	71	56	66	46	59	3	10	5	4	17	2	3	7	12	13	31.38	55	8	0.147	-2.762	-10.451	1.4494632000743e-25	2.89404056913712e-23	0.0453	0.4457	0.0979	0.0979	TRUE	0.5331
ENST00000220847	57	38	33	39	60	43	40	37	55	32	0	4	0	0	9	4	3	1	3	4	50	33	28	32	55	41	38	32	46	28	0	4	0	0	8	5	3	1	3	4	20.59	38	3	0.084	-3.58	-10.445	1.54852303349707e-25	3.07455355365842e-23	0.0516	0.4767	0.1082	0.1082	TRUE	0.4958
ENST00000262133	102	133	130	137	123	120	133	104	112	96	8	26	20	15	37	12	28	18	41	40	90	114	111	113	113	115	126	90	93	84	11	28	20	18	35	14	31	18	39	40	65.09	105	25	0.248	-2.011	-10.428	1.85143815860985e-25	3.6353653125411e-23	0.0395	0.4151	0.066	0.066	TRUE	0.2224
ENST00000393250	131	102	111	184	175	197	71	31	68	72	0	1	0	0	6	0	0	0	0	1	116	88	95	151	161	189	67	27	57	63	0	1	0	0	6	0	0	0	0	1	51.01	101	1	0.012	-6.403	-10.427	1.86789094270727e-25	3.6475189068031e-23	0.4071	0.423	0.4134	0.4134	TRUE	0.9553
ENST00000493808	43	37	40	43	43	45	29	34	42	30	6	1	0	6	7	1	1	1	0	1	38	32	34	35	40	43	27	29	35	26	8	1	0	7	7	1	1	1	0	1	18.35	34	3	0.082	-3.602	-10.424	1.9358838648355e-25	3.7596345659155e-23	0.0018	0.4877	0.0857	0.0857	TRUE	0.406
ENST00000604567	71	58	58	65	54	36	15	32	43	64	2	3	1	0	4	1	0	1	2	3	63	50	49	53	50	34	14	28	36	56	3	3	1	0	4	1	0	1	2	3	22.55	43	2	0.048	-4.385	-10.423	1.95451543407864e-25	3.77518905038884e-23	0.1233	0.4689	0.1589	0.1589	TRUE	0.0913
ENST00000418194	58	67	65	64	60	60	58	58	58	50	15	12	9	15	3	9	6	2	13	13	51	58	55	53	55	57	55	50	48	44	20	13	9	18	3	11	7	2	12	13	31.67	53	11	0.203	-2.299	-10.416	2.08879505505697e-25	4.01274466252567e-23	0	0.4452	0.0607	0.0607	TRUE	0.3003
ENST00000501107	31	39	38	36	42	30	28	33	63	42	0	3	2	2	9	1	1	1	4	4	27	34	32	30	39	29	26	29	52	37	0	3	2	2	8	1	1	1	4	4	18.08	34	3	0.091	-3.451	-10.379	3.07461275348576e-25	5.84340840956599e-23	0.0312	0.4892	0.081	0.081	TRUE	0.7388
ENST00000463298	120	141	187	87	190	119	128	159	112	204	7	11	13	18	45	5	6	11	18	12	106	121	159	72	175	114	121	137	93	179	9	12	13	21	42	6	7	11	17	12	71.39	128	15	0.125	-3.001	-10.379	3.10508684591431e-25	5.86993545232949e-23	0.1509	0.4126	0.1713	0.1713	TRUE	0.5685
ENST00000593220	37	34	35	49	29	25	24	43	38	41	0	4	3	2	6	0	0	1	6	4	33	29	30	40	27	24	23	37	32	36	0	4	3	2	6	0	0	1	6	4	16.8	31	3	0.095	-3.399	-10.378	3.13228285749051e-25	5.8900176060959e-23	0.0077	0.497	0.0645	0.0645	TRUE	0.1836
ENST00000480510	48	60	127	63	60	73	28	96	47	118	4	2	4	8	9	2	1	2	7	4	42	52	108	52	55	70	26	83	39	103	5	2	4	9	8	2	1	2	7	4	33.83	63	4	0.079	-3.665	-10.376	3.17433796817791e-25	5.93768270468647e-23	0.1711	0.4414	0.1958	0.1958	TRUE	0.0717
ENST00000574234	81	70	64	83	73	115	77	84	96	108	5	9	8	10	30	3	4	10	16	12	71	60	54	68	67	110	73	73	80	95	7	10	8	12	28	4	4	10	15	12	43.07	75	11	0.154	-2.699	-10.349	4.21426582603453e-25	7.80078163839933e-23	0.0833	0.4297	0.1157	0.1157	TRUE	1.0208
ENST00000582986	68	68	69	69	75	62	44	68	75	89	19	17	18	15	26	9	11	14	20	15	60	59	59	57	69	59	42	59	62	78	26	18	18	18	25	11	12	14	19	15	38.91	60	18	0.293	-1.773	-10.347	4.31707695753762e-25	7.94968471869881e-23	0.0082	0.4343	0.0337	0.0337	TRUE	0.1182
ENST00000442196	88	94	94	97	63	36	40	53	68	46	3	7	6	8	11	4	6	1	14	8	78	81	80	80	58	34	38	46	57	40	4	7	6	9	10	5	7	1	13	8	33.11	59	7	0.127	-2.976	-10.344	4.44965001200641e-25	8.15157533127359e-23	0.0973	0.4426	0.1259	0.1259	TRUE	0.0678
ENST00000583544	53	37	81	35	41	51	26	54	95	66	0	1	0	1	6	0	0	1	2	4	47	32	69	29	38	49	25	47	79	58	0	1	0	1	6	0	0	1	2	4	24.29	47	2	0.04	-4.662	-10.339	4.67105719990062e-25	8.51330117356246e-23	0.1482	0.463	0.1915	0.1915	TRUE	0.4163
ENST00000522514	77	71	53	64	54	46	31	42	54	38	0	4	3	2	12	2	3	4	5	11	68	61	45	53	50	44	29	36	45	33	0	4	3	2	11	2	3	4	5	11	25.54	46	4	0.11	-3.187	-10.334	4.94632355475456e-25	8.96899689469272e-23	0.0741	0.4593	0.1199	0.1199	TRUE	0.2991
ENST00000566175	26	57	52	45	81	60	51	35	38	42	0	3	2	1	7	0	0	0	3	2	23	49	44	37	75	57	48	30	32	37	0	3	2	1	7	0	0	0	3	2	22.5	43	2	0.05	-4.316	-10.33	5.13071577484074e-25	9.25612378872284e-23	0.1186	0.4691	0.1655	0.1655	TRUE	0.5244
ENST00000447382	25	43	30	21	40	30	35	36	15	39	0	0	0	0	0	0	0	0	0	0	22	37	26	17	37	29	33	31	12	34	0	0	0	0	0	0	0	0	0	0	13.91	28	0	0.011	-6.57	-10.33	5.17204540532006e-25	9.28356028813509e-23	0.0781	0.52	0.1312	0.1312	TRUE	0.0596
ENST00000378308	66	68	62	64	88	93	34	33	37	37	3	4	4	4	9	3	4	4	7	7	58	59	53	53	81	89	32	29	31	32	4	4	4	5	8	4	4	4	7	7	28.36	52	5	0.107	-3.228	-10.327	5.31022507536609e-25	9.48361466193409e-23	0.1124	0.452	0.1355	0.1355	TRUE	0.0633
ENST00000468312	36	33	35	36	39	46	21	32	28	35	1	1	1	1	5	1	1	1	3	3	32	28	30	30	36	44	20	28	23	31	1	1	1	1	5	1	1	1	3	3	15.97	30	2	0.07	-3.833	-10.327	5.33686812714355e-25	9.48361466193409e-23	0	0.5028	0.062	0.062	TRUE	0.2823
ENST00000577922	32	42	27	36	44	33	28	38	23	12	0	0	0	0	0	0	0	0	0	0	28	36	23	30	40	32	26	33	19	11	0	0	0	0	0	0	0	0	0	0	13.9	28	0	0.011	-6.565	-10.285	8.25268935636223e-25	1.45198306794611e-22	0.0868	0.5201	0.1412	0.1412	TRUE	0.0806
