"","logFC","AveExpr","t","P.Value","adj.P.Val","B","significant"
"Tm2d1",0.379737054117751,2.96483769748586,0.994188674273456,0.33900429105624,0.411400191432822,-6.01476268166712,FALSE
"Frs2",0.278784425543094,5.16006555979576,1.54134160839127,0.148182356723505,0.204707106508037,-6.01607163043096,FALSE
"Naga",0.261432239121472,5.89326047664766,1.63762364181856,0.12643483563213,0.17962683094602,-6.0170436136758,FALSE
"Tnip1",0.271542036543099,8.54687362682524,1.78461527570066,0.0986190795946124,0.14569762451651,-6.01760001906396,FALSE
"Trak2",-0.263441626892622,5.91807424097058,-1.64311633729769,0.125282652597282,0.178179772582802,-6.01905373947419,FALSE
"Vps52",0.298438671206788,5.03371807107805,1.5178795682855,0.153945492652564,0.211718057627731,-6.02026963162141,FALSE
"Stk16",-0.306372354854782,4.47878302526531,-1.42766214643795,0.177914498581554,0.239494529472056,-6.02054625920316,FALSE
"Ano10",-0.324247946923234,4.05647307604744,-1.33550536237203,0.20554203488144,0.269607522389166,-6.02197103190221,FALSE
"Tmed2",0.308446721955108,6.02419104492065,1.64558483523813,0.124767843561849,0.177605471262418,-6.02461395344043,FALSE
"Psip1",0.297455733733452,4.90261197410312,1.49260643752178,0.160366420590174,0.219267025247204,-6.0250014690653,FALSE
"Rspry1",0.289912159719764,4.82873459499523,1.47978881292243,0.163708890180578,0.223302834005903,-6.02536060090652,FALSE
"Cipc",-0.314328060241322,4.85866336949819,-1.49409527893419,0.159981952451411,0.218860481755532,-6.02576220572368,FALSE
"Pi4k2a",0.317365564028411,4.7072761594517,1.45507342335156,0.170320451685869,0.230942985336771,-6.0282902857928,FALSE
"Marchf3",0.35369602669722,3.34549968516975,1.10751823761355,0.288945496579868,0.360168895705662,-6.02837698371896,FALSE
"Steep1",0.275773453642118,5.29129184094421,1.5522483612764,0.145566858745094,0.20151148467914,-6.02840249170634,FALSE
"Nfib",0.412401516852855,2.97060135546409,0.978882557306957,0.346220631541152,0.418267147739235,-6.02911261074974,FALSE
"Zbtb2",0.286512818343256,4.92969009134328,1.49407566563668,0.159987012163294,0.218860481755532,-6.02967403502703,FALSE
"Per2",0.271824182168421,5.77073861537581,1.61386375181589,0.131526121608919,0.18590264538363,-6.03105529851627,FALSE
"Ttc1",0.345347959853078,4.7458283677527,1.45895841556589,0.169266517682969,0.229708590579093,-6.03157603403736,FALSE
"Atp1b3",-0.240048970472446,8.33040875309809,-1.76809716027377,0.10144653043449,0.14924094216181,-6.03252781416401,FALSE
"Ptpn18",0.404423592624858,3.55690052201433,1.16461656664471,0.265939359713076,0.335461271505572,-6.03291411323754,FALSE
"St7l",0.309711186976081,4.28641358032414,1.36383840349836,0.196695861460702,0.260050717515389,-6.03360719261893,FALSE
"Slc25a38",0.365037518818665,3.947649073867,1.27614915231369,0.225125767258604,0.290860164416801,-6.03634273702617,FALSE
"Supt7l",0.353412503031261,3.23197448557901,1.06260392260528,0.308078039357417,0.379289676032523,-6.0369245084389,FALSE
"Ralgapb",0.280262387436977,6.35380086792384,1.66709500462206,0.120359749959372,0.172638513805324,-6.03913559301391,FALSE
"Zfp628",0.347556810597153,3.53476285959517,1.1543916776731,0.269952088798951,0.339669190058447,-6.04162174446281,FALSE
"Dgkq",0.342762999039716,3.51544001411117,1.14779105143965,0.272567166655486,0.34252864172854,-6.04271998989961,FALSE
"Sele",-0.358038312851058,2.96203727093238,-0.980845876156077,0.34528888443872,0.417456713844606,-6.04356286662571,FALSE
"Edc3",0.350826692321809,4.97609925548739,1.49004091519331,0.1610307631872,0.220062539374377,-6.04401525037971,FALSE
"Frmd4a",0.409759686666173,3.43860232089027,1.11403152336485,0.286247138986464,0.357091748211281,-6.04753858847089,FALSE
"Cdca4",0.27424389699967,5.30902108497296,1.54013114430833,0.148475103508768,0.20505835184063,-6.04891130421819,FALSE
"ENSMUSG00000113328",0.37260112619109,3.82424822225577,1.23013807808644,0.241314758281247,0.308685331987524,-6.04893242863698,FALSE
"Sptlc1",0.292808109595395,5.03929877025172,1.49719605680283,0.159183740764359,0.218097264277251,-6.05009446618753,FALSE
"Zmiz1",0.248199747608409,8.22049436216954,1.75167076360951,0.10432991788132,0.152752441993148,-6.0503423910735,FALSE
"Gramd2b",-0.408682060483853,3.93644728234023,-1.28252980982057,0.222951024759712,0.288656448952532,-6.05119604158775,FALSE
"Gpx3",0.330050982602925,3.75138008896181,1.20929864461727,0.248944197078575,0.317075875916032,-6.05257770512308,FALSE
"Zfp959",0.361033706641591,3.31084000879891,1.07155184175346,0.304192913009926,0.375488860373307,-6.05310759321316,FALSE
"Pld3",0.318675961445726,5.97237600675549,1.61963002912513,0.130274375609896,0.184394020679259,-6.05413139268062,FALSE
"Arb2a",0.392786961243737,3.16055966234814,1.01905378818312,0.327513599271149,0.399224256311015,-6.0549512752219,FALSE
"Dram1",0.291407983800396,5.44810773078824,1.55486807497883,0.144944578848211,0.200823801660147,-6.05533720169044,FALSE
"Umps",0.349011816385725,3.30064770377167,1.06615732091347,0.306530781881863,0.377791750894301,-6.05660047695587,FALSE
"Emp1",0.361557817869979,5.89155455878309,1.60849328351751,0.132701345943395,0.187062270949197,-6.05669199883803,FALSE
"Kdm4c",0.358085155134951,4.35773257590222,1.35954834076625,0.19801487432218,0.261362645533319,-6.05670443130618,FALSE
"Dcun1d1",-0.348461358359036,4.32126728672108,-1.36738969844814,0.195609462849945,0.259085381258205,-6.05694570441342,FALSE
"Pim2",-0.38753023277072,2.51076990887955,-0.794794850617372,0.441576174167222,0.513013272340658,-6.05775043746635,FALSE
"Map3k14",-0.252576245912689,6.59693955600112,-1.67860794313742,0.118057075941045,0.169842373957043,-6.05797925619844,FALSE
"Maco1",0.328008420875465,4.34994336894401,1.35770077450951,0.198585157373455,0.261942499420881,-6.05914095975979,FALSE
"Abcc4",0.372764613145521,4.35733346325828,1.3566586226507,0.198907429924077,0.262250078576033,-6.05974550442063,FALSE
"Med13",0.24180371126167,7.95559910208794,1.73571528307888,0.107200366956655,0.15621182798784,-6.06014476201814,FALSE
"Pgam1",0.287839460147386,4.96987575527828,1.47793358601454,0.164197533216695,0.223816709104372,-6.06076687039745,FALSE
"Ambra1",-0.279005215212335,5.92972806851997,-1.61519300379652,0.131236642131498,0.185624670624467,-6.06127613405755,FALSE
"Usp45",0.371414332180927,3.18389161816689,1.02069208733199,0.326766587810258,0.398556594371408,-6.06277133914327,FALSE
"Tgtp2",-0.405967363040136,2.93543372344471,-0.948298238382396,0.360967626187635,0.432567732693331,-6.06541642229697,FALSE
"9530068E07Rik",0.281846906334661,6.34128151881246,1.64782019981582,0.124303253601381,0.17707016182533,-6.06570565715872,FALSE
"Cep68",-0.332401671091993,3.24305282072325,-1.05450329463446,0.311626980806676,0.382892926809001,-6.06823583780674,FALSE
"Unk",0.386163149504797,3.69578064265585,1.17751934440386,0.260941728955566,0.330305986019704,-6.06845817954267,FALSE
"Metrnl",-0.250561099707113,6.46584470649264,-1.6610321325948,0.121588167073714,0.174101545836713,-6.06917101818043,FALSE
"Rbck1",0.250793711074731,6.01042732246526,1.61349524254906,0.131606472483253,0.185950508630523,-6.06995668247365,FALSE
"ENSMUSG00000121069",-0.453786920912058,3.82134696827355,-1.23591287382401,0.239233592731768,0.306562348527014,-6.07034992481571,FALSE
"Ccdc12",-0.275230358862785,5.06647614004085,-1.4955578885681,0.159605020510443,0.21852475852876,-6.07092704517221,FALSE
"Mplkip",0.343108249952118,3.21167641597083,1.02273182054645,0.325838274273595,0.397727524288795,-6.07103332424168,FALSE
"Map2k7",0.377300527403792,3.02287418987251,0.95494313482088,0.357726465638098,0.429572459487358,-6.07190991992216,FALSE
"Atxn1l",-0.346323665740843,6.35002296231825,-1.64962243671514,0.123929787145166,0.176787602474056,-6.0722800951087,FALSE
"Supv3l1",0.36767376068832,4.03038145579286,1.26554039696618,0.228779218140368,0.294782864332922,-6.07379814209072,FALSE
"Git2",0.262542156538607,6.71000288738305,1.67029852920673,0.119715088083467,0.171852325619825,-6.07461478287244,FALSE
"Nxt2",0.349885305671353,3.03629201908263,0.957304791972695,0.356579498268082,0.428323721643341,-6.07512050951001,FALSE
"Ss18",0.248635717419422,6.37719886342525,1.6446897429156,0.124954302066206,0.177814195648636,-6.07548154335662,FALSE
"Cry2",0.33567149171077,3.11559298823911,0.981623707240819,0.344920240433144,0.417343619952035,-6.07823117656236,FALSE
"Prpf39",0.247201518509924,6.72925168954935,1.6691092801272,0.119954051693776,0.17213137462784,-6.07853975656013,FALSE
"Slc4a1ap",0.294488268794005,4.44844161032196,1.36481577680918,0.196396373230836,0.259740615944237,-6.07887918313618,FALSE
"Baiap2",-0.366807518641381,4.43371461123545,-1.37250579841866,0.19405305456052,0.257407467498618,-6.0806186053095,FALSE
"Sla",-0.278208726473334,6.8549653342372,-1.67835174201659,0.118107893238559,0.169855510166011,-6.08272772563854,FALSE
"Larp1b",-0.300031523253608,4.21122832737894,-1.32212573662014,0.209830997179411,0.274288885201844,-6.0829617884796,FALSE
"Acat1",0.352397998026553,3.45891899125725,1.09093951502524,0.295900598115653,0.367008493786856,-6.08414323267387,FALSE
"Armcx3",-0.403968356421937,2.82150640543032,-0.884892549528785,0.392933234768925,0.464322877127238,-6.084159766795,FALSE
"B3gnt7",0.393362255089251,3.14334358449205,0.980986033005403,0.345222437889177,0.417456713844606,-6.08459116447861,FALSE
"Arl15",-0.378265662294839,3.02413411505561,-0.960073053571028,0.355238376504792,0.427097537126291,-6.0847765130807,FALSE
"ENSMUSG00000075511",-0.337270462026795,3.35767034804681,-1.0775632127713,0.301603416012748,0.37286776821233,-6.0849363203178,FALSE
"H2az1",-0.349210054908218,5.06727745352137,-1.48554817750682,0.16219978197638,0.221470943132111,-6.08544027839319,FALSE
"Daglb",-0.341004935148906,3.20631165143277,-1.0240906620916,0.325220914927854,0.39715575017903,-6.08622563774048,FALSE
"Bscl2",0.361328905171914,3.59603594002982,1.12964992231724,0.279854668072777,0.35020742812304,-6.08705988510216,FALSE
"Ankrd12",0.255311750618283,7.23645534594532,1.68910062792937,0.11599234064225,0.167377114923881,-6.08888627724238,FALSE
"Ap1g2",0.335840457746473,3.75337155803476,1.17803123645739,0.260744971907045,0.33010915892647,-6.08899964527301,FALSE
"Ralgapa2",-0.280505197500699,4.81553813697431,-1.43758815334347,0.175132466309645,0.23638598455832,-6.09097390037744,FALSE
"Cox15",0.377620130229404,3.3841161951478,1.05852923124207,0.309859419814324,0.381189506153251,-6.09105287777275,FALSE
"Naglu",-0.289132001789453,5.15516879975714,-1.49486067658579,0.159784606181477,0.218733204902775,-6.09111579496043,FALSE
"Relb",-0.249025796020606,7.79928013802202,-1.70703816896401,0.112536349690269,0.162860129797785,-6.09418526681392,FALSE
"Bgn",-0.348083032342389,5.33612221183078,-1.51954600820902,0.153529927624391,0.211219160962188,-6.09419087161067,FALSE
"Zfp106",-0.238720316435758,8.30382819696642,-1.72544210495021,0.1090855190962,0.158583345951227,-6.0955133046012,FALSE
"Calm3",0.261173268071325,6.86477742747391,1.66507424793479,0.120767964796463,0.173144035550484,-6.09623492080594,FALSE
"Pmepa1",-0.340635974973444,3.15583162087596,-0.995760683330703,0.338269319694639,0.410707931030068,-6.0963478844536,FALSE
"Col5a2",-0.379314711842106,3.0659476251794,-0.962329975767051,0.354147629476835,0.425978204151959,-6.09718367148601,FALSE
"Rhno1",0.360191001406405,3.05757344570111,0.940359477985549,0.364866954396891,0.436248039930523,-6.09762072001882,FALSE
"Ano6",0.248758283738299,6.2003511676459,1.61304889876389,0.131703851828675,0.186055238324104,-6.09773001723576,FALSE
"Ccl22",-0.524424647850725,4.11535462654639,-1.28785519461865,0.221148910276818,0.286702286851975,-6.09850286262228,FALSE
"Aqp1",0.331156000284197,4.4685913318398,1.35194485889868,0.200370468811091,0.264036196753208,-6.09914089619466,FALSE
"Pde7a",0.374808008077367,4.10622388827718,1.26397853109647,0.229321078407159,0.295374114837751,-6.09938967911989,FALSE
"Rock1",-0.245718513809291,7.80296235495647,-1.70300626753801,0.113305135580794,0.163765326946043,-6.10039443799829,FALSE
"Zfp120",-0.331194356141341,3.66787294549815,-1.16365726988983,0.26631386228414,0.335777919349586,-6.10070205328094,FALSE
"D17H6S53E",-0.414807706216388,3.34131044040119,-1.0539168080021,0.311885096077775,0.383036084623457,-6.10412116157831,FALSE
"Scn7a",0.550532860607177,4.4314829613583,1.33117275089807,0.206922997953121,0.27101898880566,-6.10467496597889,FALSE
"Tafazzin",-0.264714991136957,5.20405789852137,-1.49177597993378,0.160581212733563,0.219523188972745,-6.10519163248388,FALSE
"Cacul1",0.254764091060628,6.3530778176045,1.62175870770921,0.129814910526008,0.183808722868684,-6.10556441400296,FALSE
"Fendrr",-0.525162346245177,2.44923388641099,-0.704014929873878,0.494342027795076,0.563673919948776,-6.10659985369917,FALSE
"Hdlbp",-0.22290627839782,7.80296558755509,-1.69782096852472,0.114300671571003,0.165114729607805,-6.1081137770605,FALSE
"Hectd3",0.295552705787247,4.53658335100875,1.35933777505085,0.198079801046466,0.261405214182073,-6.10920425031755,FALSE
"Snapc5",0.383898130774214,3.23276830451624,0.989320288459024,0.341287738440705,0.413556786962382,-6.1099798770943,FALSE
"Prkd3",-0.370781263379554,6.98726893014587,-1.66590347194412,0.120600305586436,0.172934655797004,-6.11126389963193,FALSE
"Sppl3",0.263286998284802,5.37355411228165,1.50287160707101,0.157731487554967,0.216366923943714,-6.11346607675349,FALSE
"Zfp961",-0.382393168458242,4.2547880353952,-1.30760687576271,0.214567181975219,0.279566360879764,-6.11384490772727,FALSE
"Zfp954",-0.352769597752669,2.74053323948752,-0.816556422832737,0.429483330463618,0.501223537362426,-6.11501743396327,FALSE
"Abca3",0.289211317992538,4.49377056401934,1.34599513799911,0.202229701943902,0.266248428137578,-6.11506383575529,FALSE
"Hps1",0.303104734501254,4.41668574797239,1.32813691923405,0.207895129059266,0.272158571833436,-6.11547931880688,FALSE
"Aldh3a2",0.311508773988646,5.38559533420544,1.50212679004606,0.157921425859291,0.216528313749877,-6.11571771640078,FALSE
"Fnbp4",0.231991259591943,7.21224042862896,1.66950016176319,0.119875463058797,0.172049462588873,-6.11639249631416,FALSE
"Rapgef1",0.233376039855773,7.52046923914743,1.68063226665545,0.117656229609818,0.169380931595923,-6.11851635804082,FALSE
"Phkb",0.316192407959894,3.60147287816773,1.10579133714106,0.289664146050465,0.360787879855325,-6.11859697857106,FALSE
"Llph",0.332819979680903,3.06989679459257,0.922980426101742,0.373506011502854,0.444914843958134,-6.11876758496673,FALSE
"Eif1ax",0.303973057752656,4.56306458794989,1.35662871573801,0.198916684599921,0.262250078576033,-6.11927937098578,FALSE
"Cyyr1",0.42825931359524,3.46078427948258,1.05202371784249,0.312719333355501,0.383645862113788,-6.12039395418493,FALSE
"Ost4",-0.309418542188884,3.90751235394744,-1.21563975000807,0.246602856965349,0.314644793576203,-6.12065890908284,FALSE
"Pdss1",0.332698146057385,3.00674895380929,0.895394701445292,0.387508784090237,0.459201640160257,-6.12130149450249,FALSE
"Parp4",0.233881028037301,6.98435327114107,1.65468965766321,0.122885001326816,0.175581355708971,-6.12159712569834,FALSE
"Bmt2",-0.314597737874364,3.97385165646527,-1.23079324238305,0.241077927245269,0.308481032943402,-6.12357645274107,FALSE
"Alpk1",-0.348132704708481,4.06772192341974,-1.25307091677685,0.233133908406708,0.299657979957209,-6.12581394890548,FALSE
"Nlrc4",0.317419597919433,3.19667901388564,0.961341210319826,0.354625196639434,0.426488510690841,-6.12596054526272,FALSE
"Med10",-0.282902653556187,4.56050304284383,-1.36213071821329,0.19722003441086,0.260485434255717,-6.12598224797901,FALSE
"ENSMUSG00000107760",-0.301487074953232,4.89910197070961,-1.42557510022031,0.178504128114094,0.240045894253278,-6.12675373098497,FALSE
"Ubtf",0.247521182817993,6.00577040538471,1.57282318725914,0.140740881803121,0.196257112502173,-6.12728092886106,FALSE
"Elk3",0.30852751631941,5.23050703573316,1.46974174771007,0.166369930923499,0.226328200904593,-6.12776684971219,FALSE
"Pak1ip1",0.267503572783397,5.045416549056,1.44053319906392,0.174314081424846,0.235480015433767,-6.12830979117147,FALSE
"Lncpint",0.316302878075456,4.0878944663237,1.23669734824786,0.238951977822262,0.306348689515721,-6.12941707766853,FALSE
"Mapkap1",0.301124093748366,4.35795067757383,1.30353270345615,0.21591166572361,0.280906379214324,-6.12974949552631,FALSE
"Tradd",0.320320509631001,3.14073119866202,0.936264908792208,0.366889628450502,0.438207976650346,-6.13006760251611,FALSE
"Tent5a",-0.315163562426468,4.33386062461434,-1.31066418496284,0.213562723459801,0.278529799099838,-6.13122582710356,FALSE
"Scyl2",-0.234210083430133,6.6375959678836,-1.63008880135951,0.128030453882828,0.181625980429451,-6.13296115549701,FALSE
"Rnpep",0.278325435439805,5.18729177642291,1.45961312563559,0.16908944754612,0.229507224358493,-6.13322588563612,FALSE
"Gm36161",0.323436607508192,3.6235212846571,1.09763010800406,0.293078737563186,0.364412480650527,-6.13356563981511,FALSE
"Arfgap3",-0.32965195477175,3.80223451635945,-1.17385287464772,0.262354390782406,0.331674324630096,-6.13436505269157,FALSE
"Shkbp1",-0.286269933388281,5.02235569718017,-1.44026827091736,0.174387569576408,0.23553739984048,-6.1355325162157,FALSE
"Hectd4",0.258882961227023,5.34247281357101,1.48193460032339,0.163145252639583,0.22260993026039,-6.13590099610259,FALSE
"Fcf1",0.319450171685846,3.730980225363,1.1279591545055,0.280541383764474,0.350923403431581,-6.13660304620024,FALSE
"Tbl2",0.316527446361633,3.23035452245962,0.962343128279809,0.354141279978255,0.425978204151959,-6.13666107676451,FALSE
"Arl3",0.322916376924423,3.22343581413036,0.959204378577188,0.355658832343692,0.4274745581054,-6.13777657593934,FALSE
"Cldn5",0.407740618894818,2.73813358177194,0.765897389749707,0.457969450837796,0.529444451835602,-6.13849106172653,FALSE
"Kansl1",0.242423095078012,6.76030361765773,1.63001430881504,0.128046316202763,0.181625980429451,-6.13853488416506,FALSE
"Nck1",-0.275165133810105,4.82490149783078,-1.4023802746764,0.185167575299181,0.247426190478277,-6.13928025660898,FALSE
"Uckl1",-0.264526466115861,5.05553857138628,-1.44252161590198,0.173763345045647,0.234815331142766,-6.13967119075049,FALSE
"Il7r",-0.309789340610717,4.65459371415952,-1.36986534317767,0.194855048803884,0.258342789266004,-6.13987805797226,FALSE
"Rnf123",0.367713883456414,3.62407909066365,1.09017804182386,0.296223052322762,0.367351483271136,-6.14007726937498,FALSE
"Pithd1",0.310616236824371,3.60910628052557,1.08774064053918,0.297256972678775,0.368462315065107,-6.14085790257727,FALSE
"Pabir1",0.331481934787849,3.29800857505914,0.980395636336032,0.34550239929754,0.417588637918163,-6.14232663331044,FALSE
"Tubgcp2",-0.276740608515503,4.66537927566146,-1.36968996887722,0.19490841239251,0.258370720652871,-6.14254902945665,FALSE
"Qpctl",0.304266225984422,3.75048701604165,1.1296955596795,0.279836149980655,0.35020742812304,-6.14291909710043,FALSE
"Eif4e3",0.334600860840274,3.47371118828883,1.0394830322266,0.318287404016601,0.390117853858252,-6.14457941910369,FALSE
"Ptprg",-0.365573441487163,3.01419573788919,-0.889220530869292,0.390691556920769,0.462356872095584,-6.14613560434167,FALSE
"Kif2a",0.31223244578757,3.99330857162289,1.19592864689806,0.253937996135891,0.322665814658057,-6.14643201308665,FALSE
"Il11ra1",-0.309645368174235,2.99967082034665,-0.880561361063194,0.395185325977427,0.466708386155804,-6.14846038866836,FALSE
"H2-Q7",-0.366339287038561,3.63782419262906,-1.11006518763467,0.287888048046353,0.358962653424381,-6.14914074559037,FALSE
"Gpatch2l",-0.255206526500668,5.65618636876399,-1.52039322119651,0.15331902309283,0.21100158003486,-6.14997434142176,FALSE
"Ap3b1",-0.247238231119151,5.76040192638795,-1.53256319307371,0.150316650400534,0.207297569936954,-6.15045771482167,FALSE
"Hcfc1r1",-0.382174263871757,3.93144921145777,-1.19568404541094,0.254030081519683,0.3226803194915,-6.15170176992665,FALSE
"Trak1",-0.237236340509811,6.4841805959995,-1.60544512840249,0.133372429578159,0.18791465949723,-6.15172494714036,FALSE
"Atxn7",-0.262933678369817,6.05326013238274,-1.56479425965019,0.142607461871387,0.198272453071097,-6.15191267408134,FALSE
"Sema3f",0.412097020574528,3.05754840612125,0.875770473903799,0.39768664106091,0.469177573881032,-6.15337342557598,FALSE
"Fgd2",-0.3580479730389,3.34736071352785,-1.00643705407736,0.333308150100458,0.40536108251804,-6.15362969132595,FALSE
"Rnh1",0.227035174105701,8.33861502151028,1.68652330694827,0.116496530078369,0.167983460819566,-6.15428668196393,FALSE
"Snx4",-0.251927482386279,6.1770466797471,-1.57546534354154,0.14013125723878,0.195611596215362,-6.15489018715003,FALSE
"Ttyh3",-0.23413744473125,8.37888194629673,-1.68775647373346,0.11625505067132,0.167665477802517,-6.15575810012968,FALSE
"Ufd1",0.268309700743168,5.1612505564517,1.43661385416377,0.17540391756258,0.236672514842408,-6.15869754609797,FALSE
"Nek6",-0.227893041937308,8.13339717807946,-1.67597787377029,0.11857966494384,0.170403685926121,-6.15933679544979,FALSE
"Bcl6b",0.342251437611751,2.73825402369363,0.740411290049087,0.472741808416191,0.542835433806449,-6.1594306192775,FALSE
"Fndc3a",0.220981765028731,7.62847260675126,1.65664101825492,0.122484723988524,0.175165854828064,-6.15971380951332,FALSE
"Ifi35",-0.278020973470385,4.58412934538935,-1.33978388845755,0.204185701715982,0.268224238707365,-6.1602162774285,FALSE
"Slc35b3",0.294627894982632,4.08176346983096,1.20947797006823,0.24887774522246,0.317075875916032,-6.16069235757947,FALSE
"Stard3nl",0.301702206782749,3.1035915177825,0.888085569981701,0.391278563983776,0.462914598028721,-6.16236401196703,FALSE
"Dnttip2",0.263284259369569,5.76411458444607,1.5193877769755,0.153569345021353,0.211237063303099,-6.16301578095839,FALSE
"Ssr1",0.238571715295214,6.47224048660832,1.59090845744543,0.136613525851767,0.19164477299103,-6.16472363348385,FALSE
"Zfr",0.236043253835964,6.79597676093002,1.6139705996945,0.131502832159538,0.185902572411433,-6.1649657887735,FALSE
"Pde3b",-0.323678332570149,5.40580482140496,-1.47726718441763,0.164373355815263,0.223980045396373,-6.16497057507749,FALSE
"Arhgap24",-0.312889669934177,4.47306680163471,-1.31280246925862,0.212862471683904,0.277707073299288,-6.16565069413339,FALSE
"Scai",-0.339995286672145,3.22237923147271,-0.947926547381614,0.361149534333837,0.432708742649497,-6.16571637311184,FALSE
"Psd",-0.277532047317778,6.44588455879021,-1.59257413986613,0.136238713773002,0.19127934541664,-6.16572893139593,FALSE
"ENSMUSG00000106019",-0.3139588089625,2.52945846130697,-0.652051407273669,0.526187362936428,0.594478026195654,-6.16759915459888,FALSE
"Sugp1",0.273315981609158,4.6908142999018,1.34378914931755,0.202922632378048,0.267003463655327,-6.16955010361554,FALSE
"Msn",-0.216364746424285,11.1946118135122,-1.75708260331897,0.103371980288437,0.151599604456003,-6.17034024046033,FALSE
"Fam219a",-0.306949922766882,3.6454272792034,-1.09181690076865,0.295529386848019,0.366661770282901,-6.17096315372337,FALSE
"Ddx1",0.333162672932193,3.26919950622496,0.937828797037911,0.366116158693684,0.43748010000739,-6.17177896136394,FALSE
"Hdac10",0.300067285025062,3.18683998746367,0.906870247389113,0.381640476183425,0.453187443887101,-6.17400205966524,FALSE
"Mt1",0.27111992068218,5.94389852485143,1.53203566813221,0.150445741771589,0.207404089983234,-6.17440924593647,FALSE
"ENSMUSG00000141158",-0.517549469848539,6.39718137908028,-1.58237878784376,0.138546901399978,0.193781579404645,-6.17499916533805,FALSE
"Clu",0.324448190275448,2.89770674067835,0.788089184243456,0.445346288752547,0.516792908329036,-6.17550411647512,FALSE
"Exoc6b",0.3606514386421,3.66565775254888,1.06737554332791,0.306001664393871,0.377279560180406,-6.17614012790395,FALSE
"Pik3c2a",-0.223927982667901,7.05917294737845,-1.62375302463067,0.12938572882758,0.18326590485493,-6.17656482400396,FALSE
"Slc35a4",0.260652116110917,5.3018492116532,1.44419976864615,0.173299679816514,0.234347099143359,-6.17814892157559,FALSE
"Borcs6",-0.318894334274782,3.65659422724164,-1.08834103870959,0.297002038708518,0.368260432372619,-6.17862461899176,FALSE
"ENSMUSG00000097994",0.30353909772509,4.08045127026677,1.19328846145824,0.254933329835861,0.323673486539737,-6.17876825447336,FALSE
"Mob3c",-0.259241323971823,5.11504396075318,-1.42244055727503,0.179392761815789,0.241078799685253,-6.17918204629297,FALSE
"Nmi",0.329688876325859,3.50069145201263,1.01143007137332,0.331006145533013,0.402806383368437,-6.17978818932385,FALSE
"Armc5",-0.326303153980525,3.80996219114717,-1.13449917953866,0.277892232541656,0.348126818091645,-6.18058089432166,FALSE
"Srebf1",0.28327759480997,4.38235115898504,1.26606091778828,0.228598860762496,0.294633621089088,-6.18272415617148,FALSE
"Gmppa",0.320414412887642,2.83381512298935,0.751758025672622,0.466128795743799,0.536319626916495,-6.1827244432798,FALSE
"Dhx34",0.262328075299759,5.05204156981772,1.39877376143903,0.186222011846823,0.24854456035612,-6.18460794944081,FALSE
"Itpr1",0.28708085125067,5.09456814137847,1.40415931969363,0.184649265183026,0.24685730639442,-6.1858840228538,FALSE
"Rnf169",0.314748199375494,5.2051076223278,1.4211178811459,0.179768843224419,0.241355833226838,-6.18707620411361,FALSE
"Ptprs",-0.345917312092488,3.23840972147543,-0.930283892982745,0.369858279070625,0.441424173141131,-6.18770345246847,FALSE
"Hars1",0.311558880691543,4.13116675828045,1.19729503494795,0.253424070623355,0.32219048563192,-6.18822263474931,FALSE
"Arl8a",-0.237288048981404,6.69356650194019,-1.59456461278493,0.135791986422911,0.190752570918926,-6.18949966339629,FALSE
"Stk4",0.238123679618564,7.64163967354923,1.63612835756227,0.126750095928019,0.179978836958494,-6.19030551263268,FALSE
"Eml5",0.301185735126242,3.34066153185367,0.946836825370022,0.361683224096612,0.433200365744315,-6.19040718268463,FALSE
"Col4a1",0.426798974017199,5.19686938745796,1.41390768940097,0.181830528770298,0.243781503295188,-6.1905010254423,FALSE
"Arid1b",-0.227975430447311,6.48874717351093,-1.57812260383392,0.139520449451932,0.194929024732004,-6.19106050304296,FALSE
"Zfp292",0.234040915627095,6.33748507788295,1.56023293961232,0.143677361717006,0.199309674655114,-6.19140692513709,FALSE
"Snx1",0.282688146222573,5.09868185666872,1.39962823746935,0.185971739089379,0.248268173410367,-6.19295362382064,FALSE
"Tmem115",0.311097374512204,4.01595188478211,1.16198087446213,0.266969293612409,0.336474483202691,-6.19348619928934,FALSE
"Slc38a7",0.403369971196988,4.07814969968102,1.17140666847901,0.263300190219758,0.332659747592871,-6.1938261525607,FALSE
"Ifit2",-0.286931602968836,3.95191493969889,-1.16252320423455,0.266757119122549,0.336283793410084,-6.19457779195436,FALSE
"Mfsd1",-0.308827644275824,6.65407474081472,-1.58842303878215,0.137174455994403,0.19218786477683,-6.19477258750411,FALSE
"Rps7",0.241246544342303,5.99175171071029,1.52272782675764,0.152739128057375,0.210275860344002,-6.19514123475879,FALSE
"Rbm18",0.264814766379458,5.20948317605083,1.4156931176707,0.181318175465389,0.243216868498174,-6.19660643569397,FALSE
"Rnf126",0.324176848384197,3.21814722636122,0.890353854228834,0.390105996947699,0.461800529088723,-6.19726421916684,FALSE
"Ssr4",-0.290956535588961,5.32881782883616,-1.44199370621228,0.173909418895352,0.234973036845604,-6.1973351502046,FALSE
"Net1",0.38211926234207,3.1839851158264,0.873302821459596,0.398979174941378,0.470355643903776,-6.19845397756102,FALSE
"ENSMUSG00000106874",-0.226434907152535,8.28085566532641,-1.65479488150045,0.122863387819893,0.175581355708971,-6.19879410357964,FALSE
"Usp7",0.22916828911046,7.46590844563863,1.62312143901693,0.129521513504625,0.18342575819384,-6.19939053519576,FALSE
